model,family,condition,div_coeff,subject,n,acc,logpcc,margin,logpcc_ln,margin_ln
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,college_physics,102,0.215686,-3.931979,-0.110889,-3.931979,-0.110889
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,computer_security,100,0.290000,-4.591456,0.000428,-4.591456,0.000428
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,conceptual_physics,235,0.263830,-3.844937,0.077808,-3.844937,0.077808
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,econometrics,114,0.236842,-4.291453,-0.095341,-4.291453,-0.095341
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,electrical_engineering,145,0.234483,-4.114809,-0.033406,-4.114809,-0.033406
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,elementary_mathematics,378,0.208995,-4.058092,-0.174401,-4.058092,-0.174401
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,formal_logic,126,0.277778,-4.155376,0.144250,-4.155376,0.144250
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,global_facts,100,0.180000,-4.117783,-0.204966,-4.117783,-0.204966
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,high_school_biology,310,0.174194,-4.062893,-0.147245,-4.062893,-0.147245
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,high_school_chemistry,203,0.162562,-3.898654,-0.179984,-3.898654,-0.179984
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,high_school_computer_science,100,0.250000,-4.333880,-0.062468,-4.333880,-0.062468
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,high_school_european_history,165,0.218182,-4.542051,-0.093037,-4.542051,-0.093037
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,high_school_geography,198,0.176768,-4.347408,-0.210662,-4.347408,-0.210662
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,high_school_government_and_politics,193,0.196891,-4.485853,-0.132562,-4.485853,-0.132562
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,high_school_macroeconomics,390,0.207692,-4.391364,-0.015178,-4.391364,-0.015178
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,high_school_mathematics,270,0.211111,-4.130761,-0.133859,-4.130761,-0.133859
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,high_school_microeconomics,238,0.218487,-4.248003,-0.015404,-4.248003,-0.015404
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,high_school_physics,151,0.205298,-4.090362,-0.102368,-4.090362,-0.102368
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,high_school_psychology,545,0.194495,-4.159349,-0.111417,-4.159349,-0.111417
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,high_school_statistics,216,0.152778,-4.190062,-0.096805,-4.190062,-0.096805
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,high_school_us_history,204,0.250000,-4.504792,0.048586,-4.504792,0.048586
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,high_school_world_history,237,0.270042,-4.441876,0.039627,-4.441876,0.039627
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,human_aging,223,0.309417,-4.139847,0.165130,-4.139847,0.165130
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,human_sexuality,131,0.259542,-3.899749,0.095621,-3.899749,0.095621
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,international_law,121,0.231405,-4.543119,-0.020577,-4.543119,-0.020577
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,jurisprudence,108,0.259259,-4.180090,0.003051,-4.180090,0.003051
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,logical_fallacies,163,0.220859,-4.336039,-0.101852,-4.336039,-0.101852
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,machine_learning,112,0.321429,-4.316356,0.143620,-4.316356,0.143620
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,management,103,0.174757,-4.464638,-0.206621,-4.464638,-0.206621
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,marketing,234,0.290598,-4.302609,0.109524,-4.302609,0.109524
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,medical_genetics,100,0.300000,-3.804290,0.218114,-3.804290,0.218114
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,miscellaneous,783,0.236271,-3.987142,-0.053979,-3.987142,-0.053979
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,moral_disputes,346,0.245665,-4.207697,-0.009333,-4.207697,-0.009333
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,moral_scenarios,895,0.243575,-4.498475,0.019738,-4.498475,0.019738
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,nutrition,306,0.218954,-4.339777,-0.077703,-4.339777,-0.077703
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,philosophy,311,0.186495,-4.266336,-0.130044,-4.266336,-0.130044
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,prehistory,324,0.209877,-4.103906,-0.101164,-4.103906,-0.101164
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,professional_accounting,282,0.237589,-4.341673,-0.069034,-4.341673,-0.069034
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,professional_law,1534,0.246415,-4.268575,-0.014949,-4.268575,-0.014949
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,professional_medicine,272,0.183824,-4.174769,-0.081656,-4.174769,-0.081656
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,professional_psychology,612,0.251634,-4.176752,-0.000133,-4.176752,-0.000133
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,public_relations,110,0.218182,-4.430191,-0.134355,-4.430191,-0.134355
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,security_studies,245,0.187755,-4.872874,-0.075549,-4.872874,-0.075549
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,sociology,201,0.243781,-4.318415,0.018880,-4.318415,0.018880
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,us_foreign_policy,100,0.280000,-4.429609,0.105050,-4.429609,0.105050
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,virology,166,0.277108,-4.008224,0.162298,-4.008224,0.162298
GPT2_117M_2.2B_PubMedAbs,GPT2-117M,pubmed,0.168,world_religions,171,0.321637,-4.008488,0.214953,-4.008488,0.214953
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,abstract_algebra,100,0.240000,-4.493686,0.000445,-4.493686,0.000445
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,anatomy,135,0.237037,-4.531156,-0.006442,-4.531156,-0.006442
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,astronomy,152,0.223684,-4.869686,-0.074978,-4.869686,-0.074978
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,business_ethics,100,0.270000,-5.158965,0.031351,-5.158965,0.031351
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,clinical_knowledge,265,0.203774,-4.885753,-0.107200,-4.885753,-0.107200
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,college_biology,144,0.243056,-4.386575,0.016399,-4.386575,0.016399
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,college_chemistry,100,0.120000,-4.756558,-0.281183,-4.756558,-0.281183
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,college_computer_science,100,0.280000,-4.840949,-0.012876,-4.840949,-0.012876
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,college_mathematics,100,0.200000,-4.679000,-0.137657,-4.679000,-0.137657
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,college_medicine,173,0.213873,-4.837993,-0.108065,-4.837993,-0.108065
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,college_physics,102,0.235294,-4.676724,-0.147880,-4.676724,-0.147880
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,computer_security,100,0.310000,-4.894309,0.103318,-4.894309,0.103318
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,conceptual_physics,235,0.238298,-4.988688,-0.043926,-4.988688,-0.043926
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,econometrics,114,0.219298,-4.761512,0.088601,-4.761512,0.088601
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,electrical_engineering,145,0.248276,-4.724569,0.049288,-4.724569,0.049288
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,elementary_mathematics,378,0.201058,-4.906121,-0.074887,-4.906121,-0.074887
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,formal_logic,126,0.269841,-4.515739,-0.068562,-4.515739,-0.068562
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,global_facts,100,0.210000,-5.227718,0.048249,-5.227718,0.048249
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,high_school_biology,310,0.209677,-4.466634,-0.127458,-4.466634,-0.127458
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,high_school_chemistry,203,0.246305,-4.415343,-0.035070,-4.415343,-0.035070
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,high_school_computer_science,100,0.270000,-4.810948,0.145187,-4.810948,0.145187
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,high_school_european_history,165,0.230303,-4.886381,0.007362,-4.886381,0.007362
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,high_school_geography,198,0.181818,-5.043833,-0.189733,-5.043833,-0.189733
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,high_school_government_and_politics,193,0.186528,-5.125840,-0.191997,-5.125840,-0.191997
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,high_school_macroeconomics,390,0.207692,-5.169684,-0.169735,-5.169684,-0.169735
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,high_school_mathematics,270,0.229630,-4.993761,-0.064284,-4.993761,-0.064284
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,high_school_microeconomics,238,0.201681,-5.015689,-0.138973,-5.015689,-0.138973
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,high_school_physics,151,0.172185,-4.860788,-0.150633,-4.860788,-0.150633
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,high_school_psychology,545,0.181651,-4.972566,-0.201595,-4.972566,-0.201595
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,high_school_statistics,216,0.157407,-5.064703,-0.313023,-5.064703,-0.313023
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,high_school_us_history,204,0.240196,-4.841189,0.079283,-4.841189,0.079283
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,high_school_world_history,237,0.270042,-4.927564,0.105331,-4.927564,0.105331
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,human_aging,223,0.300448,-4.701590,0.029460,-4.701590,0.029460
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,human_sexuality,131,0.251908,-4.996109,-0.012688,-4.996109,-0.012688
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,international_law,121,0.247934,-4.710758,0.132246,-4.710758,0.132246
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,jurisprudence,108,0.259259,-4.975560,0.041110,-4.975560,0.041110
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,logical_fallacies,163,0.226994,-4.824314,-0.016868,-4.824314,-0.016868
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,machine_learning,112,0.348214,-4.310200,0.285419,-4.310200,0.285419
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,management,103,0.174757,-5.007489,-0.210014,-5.007489,-0.210014
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,marketing,234,0.290598,-5.094386,0.143554,-5.094386,0.143554
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,medical_genetics,100,0.170000,-4.318196,0.039649,-4.318196,0.039649
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,miscellaneous,783,0.245211,-4.817922,0.004864,-4.817922,0.004864
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,moral_disputes,346,0.257225,-5.122034,0.093642,-5.122034,0.093642
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,moral_scenarios,895,0.237989,-4.942877,-0.028788,-4.942877,-0.028788
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,nutrition,306,0.218954,-4.828926,-0.081010,-4.828926,-0.081010
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,philosophy,311,0.189711,-5.473872,-0.117573,-5.473872,-0.117573
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,prehistory,324,0.219136,-5.092772,-0.057433,-5.092772,-0.057433
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,professional_accounting,282,0.226950,-5.311566,-0.015989,-5.311566,-0.015989
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,professional_law,1534,0.245111,-5.458024,0.041213,-5.458024,0.041213
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,professional_medicine,272,0.187500,-4.721781,-0.142995,-4.721781,-0.142995
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,professional_psychology,612,0.256536,-4.945260,0.051039,-4.945260,0.051039
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,public_relations,110,0.218182,-5.134892,-0.172110,-5.134892,-0.172110
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,security_studies,245,0.187755,-5.143683,-0.185255,-5.143683,-0.185255
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,sociology,201,0.253731,-5.128383,-0.069155,-5.128383,-0.069155
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,us_foreign_policy,100,0.300000,-4.916293,0.060809,-4.916293,0.060809
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,virology,166,0.277108,-4.667759,0.047045,-4.667759,0.047045
GPT2_117M_2.2B_USPTO,GPT2-117M,uspto,0.158,world_religions,171,0.345029,-4.592666,0.271527,-4.592666,0.271527
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,abstract_algebra,100,0.210000,-4.191018,0.085951,-4.191018,0.085951
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,anatomy,135,0.200000,-4.840630,-0.061685,-4.840630,-0.061685
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,astronomy,152,0.223684,-4.894297,-0.001798,-4.894297,-0.001798
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,business_ethics,100,0.320000,-5.168959,0.129123,-5.168959,0.129123
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,clinical_knowledge,265,0.207547,-5.022511,-0.134872,-5.022511,-0.134872
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,college_biology,144,0.270833,-4.708637,0.016755,-4.708637,0.016755
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,college_chemistry,100,0.130000,-4.764288,-0.202683,-4.764288,-0.202683
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,college_computer_science,100,0.260000,-4.489709,0.122432,-4.489709,0.122432
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,college_mathematics,100,0.260000,-4.457808,-0.065000,-4.457808,-0.065000
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,college_medicine,173,0.242775,-4.988370,-0.046867,-4.988370,-0.046867
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,college_physics,102,0.235294,-4.756537,-0.082299,-4.756537,-0.082299
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,computer_security,100,0.310000,-4.543798,0.118865,-4.543798,0.118865
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,conceptual_physics,235,0.259574,-4.944667,-0.087930,-4.944667,-0.087930
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,econometrics,114,0.254386,-4.647192,0.034978,-4.647192,0.034978
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,electrical_engineering,145,0.255172,-4.538007,0.051725,-4.538007,0.051725
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,elementary_mathematics,378,0.222222,-5.086837,-0.073436,-5.086837,-0.073436
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,formal_logic,126,0.261905,-4.459402,-0.022663,-4.459402,-0.022663
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,global_facts,100,0.200000,-5.317707,-0.097985,-5.317707,-0.097985
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,high_school_biology,310,0.219355,-4.812530,-0.147737,-4.812530,-0.147737
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,high_school_chemistry,203,0.295567,-4.714865,0.027894,-4.714865,0.027894
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,high_school_computer_science,100,0.290000,-4.734041,0.160059,-4.734041,0.160059
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,high_school_european_history,165,0.242424,-5.363603,0.004707,-5.363603,0.004707
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,high_school_geography,198,0.181818,-5.221505,-0.156162,-5.221505,-0.156162
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,high_school_government_and_politics,193,0.202073,-5.409478,-0.148822,-5.409478,-0.148822
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,high_school_macroeconomics,390,0.220513,-5.330428,-0.129746,-5.330428,-0.129746
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,high_school_mathematics,270,0.225926,-4.870996,-0.058281,-4.870996,-0.058281
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,high_school_microeconomics,238,0.201681,-5.205985,-0.154625,-5.205985,-0.154625
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,high_school_physics,151,0.198675,-4.864494,0.018638,-4.864494,0.018638
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,high_school_psychology,545,0.168807,-5.255290,-0.205937,-5.255290,-0.205937
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,high_school_statistics,216,0.148148,-5.070569,-0.104255,-5.070569,-0.104255
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,high_school_us_history,204,0.254902,-5.326509,0.040323,-5.326509,0.040323
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,high_school_world_history,237,0.265823,-5.426068,0.107558,-5.426068,0.107558
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,human_aging,223,0.304933,-5.194120,-0.008882,-5.194120,-0.008882
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,human_sexuality,131,0.259542,-5.218307,-0.019709,-5.218307,-0.019709
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,international_law,121,0.239669,-4.989835,0.164361,-4.989835,0.164361
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,jurisprudence,108,0.268519,-5.241935,-0.020205,-5.241935,-0.020205
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,logical_fallacies,163,0.239264,-5.129216,0.007249,-5.129216,0.007249
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,machine_learning,112,0.339286,-4.473801,0.154663,-4.473801,0.154663
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,management,103,0.174757,-5.249631,-0.252419,-5.249631,-0.252419
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,marketing,234,0.290598,-5.119261,0.130232,-5.119261,0.130232
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,medical_genetics,100,0.330000,-4.364940,0.093862,-4.364940,0.093862
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,miscellaneous,783,0.236271,-4.940347,-0.034883,-4.940347,-0.034883
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,moral_disputes,346,0.245665,-5.227624,0.079147,-5.227624,0.079147
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,moral_scenarios,895,0.237989,-4.907903,-0.021405,-4.907903,-0.021405
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,nutrition,306,0.205882,-5.274969,-0.106602,-5.274969,-0.106602
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,philosophy,311,0.205788,-5.401693,-0.085090,-5.401693,-0.085090
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,prehistory,324,0.203704,-5.089969,-0.023736,-5.089969,-0.023736
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,professional_accounting,282,0.237589,-5.292419,-0.000656,-5.292419,-0.000656
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,professional_law,1534,0.245763,-5.462115,0.033813,-5.462115,0.033813
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,professional_medicine,272,0.194853,-4.823092,-0.083491,-4.823092,-0.083491
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,professional_psychology,612,0.250000,-5.181580,0.044533,-5.181580,0.044533
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,public_relations,110,0.218182,-5.316322,-0.281222,-5.316322,-0.281222
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,security_studies,245,0.191837,-5.225721,-0.049930,-5.225721,-0.049930
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,sociology,201,0.258706,-5.534737,-0.034831,-5.534737,-0.034831
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,us_foreign_policy,100,0.290000,-5.080244,0.169541,-5.080244,0.169541
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,virology,166,0.283133,-4.645388,0.029783,-4.645388,0.029783
GPT2_117M_2.2B_USPTOAndPubMedAbs,GPT2-117M,mix,0.195,world_religions,171,0.339181,-4.714132,0.271887,-4.714132,0.271887
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,abstract_algebra,100,0.220000,-5.070666,-0.278182,-5.070666,-0.278182
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,anatomy,135,0.177778,-4.808892,-0.222405,-4.808892,-0.222405
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,astronomy,152,0.197368,-4.772913,-0.127753,-4.772913,-0.127753
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,business_ethics,100,0.300000,-5.073715,0.302065,-5.073715,0.302065
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,clinical_knowledge,265,0.196226,-4.631818,-0.047110,-4.631818,-0.047110
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,college_biology,144,0.263889,-4.497222,0.044850,-4.497222,0.044850
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,college_chemistry,100,0.250000,-4.034606,0.176243,-4.034606,0.176243
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,college_computer_science,100,0.240000,-4.521976,0.082844,-4.521976,0.082844
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,college_mathematics,100,0.210000,-4.535536,-0.088411,-4.535536,-0.088411
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,college_medicine,173,0.213873,-4.619299,-0.051842,-4.619299,-0.051842
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,college_physics,102,0.264706,-4.211812,0.078165,-4.211812,0.078165
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,computer_security,100,0.280000,-4.841623,0.031960,-4.841623,0.031960
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,conceptual_physics,235,0.263830,-4.379417,0.010904,-4.379417,0.010904
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,econometrics,114,0.228070,-4.506482,-0.179736,-4.506482,-0.179736
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,electrical_engineering,145,0.241379,-4.401643,-0.006529,-4.401643,-0.006529
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,elementary_mathematics,378,0.208995,-4.714882,-0.106012,-4.714882,-0.106012
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,formal_logic,126,0.269841,-4.272130,0.197050,-4.272130,0.197050
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,global_facts,100,0.180000,-5.548976,-0.283925,-5.548976,-0.283925
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,high_school_biology,310,0.216129,-4.705199,-0.068561,-4.705199,-0.068561
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,high_school_chemistry,203,0.147783,-4.509730,-0.238092,-4.509730,-0.238092
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,high_school_computer_science,100,0.240000,-4.687621,-0.125350,-4.687621,-0.125350
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,high_school_european_history,165,0.230303,-5.093003,-0.064536,-5.093003,-0.064536
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,high_school_geography,198,0.186869,-5.278960,-0.190977,-5.278960,-0.190977
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,high_school_government_and_politics,193,0.196891,-5.085524,-0.104030,-5.085524,-0.104030
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,high_school_macroeconomics,390,0.215385,-4.856097,0.048040,-4.856097,0.048040
GPT2_204M_PubMedAbs,GPT2-204M,pubmed,0.168,high_school_mathematics,270,0.207407,-4.741268,-0.121633,-4.741268,-0.121633
